gender	age	country	friend_count	lifetime	city_played	pictionary_played	scramble_played	sniper_played	paid
male	19	USA	4	43	1	2	7	33	non_payer
female	26	GERMANY	3	60	28	18	8	6	non_payer
female	24	USA	66	4	2	0	1	1	non_payer
male	19	USA	1	8	0	1	1	6	non_payer
female	25	GERMANY	0	37	18	12	5	2	non_payer
male	30	USA	0	52	4	5	10	33	non_payer
female	18	UK	0	1	1	0	0	0	non_payer
male	24	UK	72	46	1	5	6	34	non_payer
female	23	USA	0	89	39	32	15	3	non_payer
female	22	UK	14	1	1	0	0	0	non_payer
male	27	UK	22	75	3	10	13	49	payer
female	21	USA	100	3	1	0	2	0	non_payer
female	24	USA	0	98	50	25	20	3	non_payer
female	22	UK	4	53	27	13	10	3	non_payer
female	25	USA	0	2	1	1	0	0	non_payer
female	23	USA	5	8	5	2	1	0	non_payer
female	24	USA	0	1	0	1	0	0	non_payer
female	20	GERMANY	0	87	44	25	16	2	non_payer
female	18	CANADA	4	10	5	4	0	1	non_payer
female	30	USA	0	1	1	0	0	0	non_payer
female	20	USA	35	5	1	3	1	0	non_payer
female	22	USA	8	88	45	28	10	5	non_payer
female	18	EGYPT	0	0	0	0	0	0	non_payer
female	19	USA	96	61	38	15	5	3	payer
female	19	USA	0	9	2	3	4	0	non_payer
female	19	USA	2	31	18	4	8	1	non_payer
female	25	FRANCE	0	56	25	20	9	2	non_payer
female	18	USA	1	83	43	23	14	3	non_payer
female	20	USA	0	6	3	1	2	0	non_payer
male	25	USA	81	7	1	0	2	4	non_payer
male	22	UK	0	2	0	1	0	1	non_payer
male	18	USA	4	24	2	3	4	15	non_payer
female	28	USA	0	28	12	9	7	0	non_payer
male	21	USA	27	6	0	1	3	2	non_payer
male	26	FRANCE	3	10	1	0	3	6	non_payer
female	19	USA	0	3	1	2	0	0	non_payer
female	18	USA	2	72	34	22	11	5	non_payer
male	21	GERMANY	52	3	0	1	1	1	non_payer
female	20	USA	0	1	0	1	0	0	non_payer
female	20	MEXICO	0	48	29	14	3	2	non_payer
female	18	USA	8	44	18	13	10	3	non_payer
female	23	FRANCE	2	10	6	2	2	0	non_payer
female	20	USA	5	6	4	1	1	0	non_payer
female	21	UK	3	8	2	3	3	0	non_payer
male	19	GERMANY	18	47	7	5	8	27	payer
female	21	GERMANY	0	38	24	8	4	2	non_payer
female	19	USA	0	43	27	11	5	0	non_payer
female	18	USA	28	56	32	17	4	3	non_payer
female	26	UK	22	30	17	8	5	0	non_payer
female	22	UK	4	80	41	22	15	2	non_payer
male	23	USA	4	33	1	5	3	24	non_payer
female	27	USA	95	2	1	1	0	0	non_payer
female	20	UK	4	97	53	23	13	8	non_payer
female	21	MEXICO	13	5	3	2	0	0	non_payer
female	18	GERMANY	4	15	10	2	3	0	non_payer
female	19	USA	2	8	3	2	3	0	non_payer
male	18	FRANCE	79	6	0	0	0	6	non_payer
male	20	USA	5	5	1	1	1	2	non_payer
female	23	MEXICO	2	1	0	1	0	0	non_payer
female	29	UK	0	46	29	10	6	1	non_payer
female	25	UK	54	9	6	2	0	1	non_payer
female	21	UK	68	34	19	8	3	4	non_payer
female	26	FRANCE	3	6	2	4	0	0	non_payer
female	23	USA	0	57	29	16	8	4	non_payer
male	26	USA	21	7	0	0	1	6	non_payer
female	20	GERMANY	0	0	0	0	0	0	non_payer
female	20	UK	28	28	12	8	5	3	payer
female	20	UK	65	61	34	20	4	3	payer
female	20	UK	3	10	6	3	1	0	non_payer
female	27	UK	31	2	2	0	0	0	non_payer
male	26	FRANCE	2	3	0	0	1	2	non_payer
male	26	EGYPT	5	39	3	4	11	21	non_payer
female	22	FRANCE	44	9	5	3	0	1	non_payer
female	19	USA	28	68	35	20	8	5	payer
female	26	USA	0	3	0	1	1	1	non_payer
female	22	UK	1	54	31	16	6	1	non_payer
female	18	USA	64	56	23	24	8	1	non_payer
female	21	FRANCE	1	8	5	2	1	0	non_payer
male	21	USA	0	6	1	0	1	4	non_payer
male	25	MEXICO	39	8	0	1	2	5	non_payer
female	26	USA	4	7	4	3	0	0	non_payer
female	26	GERMANY	22	38	11	15	9	3	non_payer
female	21	USA	0	61	34	15	8	4	non_payer
female	22	FRANCE	0	67	31	21	12	3	non_payer
male	19	USA	5	10	0	0	4	6	non_payer
female	21	USA	97	84	43	24	14	3	payer
male	18	UK	65	46	2	5	10	29	payer
female	24	USA	76	3	3	0	0	0	non_payer
female	21	UK	66	85	51	21	11	2	payer
female	22	USA	0	39	25	6	7	1	non_payer
male	24	USA	2	22	5	0	4	13	non_payer
female	27	GERMANY	2	8	6	1	1	0	non_payer
female	22	FRANCE	0	8	6	2	0	0	non_payer
female	24	USA	1	10	3	7	0	0	non_payer
female	22	USA	0	55	28	14	10	3	non_payer
female	18	USA	5	5	3	1	1	0	non_payer
female	26	GERMANY	0	3	1	1	0	1	non_payer
female	19	USA	35	9	2	5	2	0	non_payer
female	19	UK	0	68	29	24	12	3	non_payer
female	18	USA	0	12	6	3	3	0	non_payer
female	19	USA	0	54	33	15	4	2	non_payer
male	29	MEXICO	0	6	0	1	2	3	non_payer
female	23	USA	0	50	22	14	11	3	non_payer
male	18	FRANCE	0	1	0	0	0	1	non_payer
female	28	MEXICO	0	83	45	24	11	3	non_payer
male	21	UK	37	3	0	0	0	3	non_payer
female	18	USA	4	10	5	4	1	0	non_payer
female	18	USA	23	8	4	3	1	0	non_payer
female	25	UK	0	10	6	3	1	0	non_payer
female	22	USA	53	9	5	1	3	0	non_payer
male	18	USA	55	12	2	1	3	6	non_payer
female	22	USA	31	22	13	5	4	0	non_payer
female	21	USA	2	4	2	1	1	0	non_payer
female	23	USA	0	4	1	1	1	1	non_payer
female	18	UK	4	3	2	0	1	0	non_payer
female	18	USA	2	33	15	10	8	0	non_payer
female	25	USA	2	5	2	3	0	0	non_payer
female	19	MEXICO	0	3	3	0	0	0	non_payer
female	18	USA	2	4	2	2	0	0	non_payer
female	19	MEXICO	65	67	29	22	11	5	non_payer
female	21	USA	41	24	15	7	2	0	non_payer
female	22	UK	0	1	0	0	0	1	non_payer
female	23	USA	3	4	2	2	0	0	non_payer
female	21	UK	5	4	3	0	1	0	non_payer
female	18	USA	0	8	5	3	0	0	non_payer
female	18	GERMANY	0	97	49	30	12	6	non_payer
male	27	USA	0	62	2	2	12	46	non_payer
male	25	CANADA	1	61	5	9	14	33	non_payer
male	28	UK	0	3	0	0	1	2	non_payer
male	23	MEXICO	66	78	6	8	9	55	payer
male	18	UK	0	7	0	0	2	5	non_payer
male	18	USA	22	4	0	1	1	2	non_payer
male	20	GERMANY	0	5	1	1	0	3	non_payer
female	24	UK	16	48	20	19	7	2	non_payer
female	21	GERMANY	1	10	5	2	3	0	non_payer
female	23	FRANCE	0	2	2	0	0	0	non_payer
female	26	FRANCE	0	30	18	5	7	0	non_payer
female	23	UK	68	3	1	2	0	0	non_payer
female	18	UK	1	7	5	1	0	1	non_payer
female	20	FRANCE	46	5	2	3	0	0	non_payer
female	18	MEXICO	0	0	0	0	0	0	non_payer
male	22	CANADA	4	69	6	2	10	51	non_payer
female	19	UK	1	2	0	2	0	0	non_payer
female	24	UK	0	6	2	4	0	0	non_payer
female	25	USA	1	2	1	0	0	1	non_payer
female	21	USA	3	8	4	3	0	1	non_payer
male	23	UK	5	6	0	2	2	2	non_payer
female	20	UK	0	3	2	0	1	0	non_payer
female	18	USA	3	53	27	14	8	4	non_payer
male	26	UK	47	84	3	9	15	57	payer
female	21	USA	0	32	17	8	6	1	non_payer
male	19	GERMANY	4	10	2	1	1	6	non_payer
female	22	USA	0	3	2	1	0	0	non_payer
female	20	GERMANY	0	0	0	0	0	0	non_payer
male	21	USA	0	35	5	5	8	17	non_payer
male	20	USA	0	29	4	4	5	16	non_payer
female	18	CANADA	4	4	2	1	1	0	non_payer
male	25	USA	33	6	0	1	2	3	non_payer
female	18	USA	0	3	2	1	0	0	non_payer
female	21	USA	2	0	0	0	0	0	non_payer
female	27	USA	86	8	5	2	1	0	non_payer
female	19	USA	1	5	0	4	0	1	non_payer
female	21	USA	0	10	4	3	3	0	non_payer
male	26	USA	5	3	0	0	2	1	non_payer
male	18	USA	5	0	0	0	0	0	non_payer
female	28	MEXICO	0	83	40	29	10	4	non_payer
female	23	UK	0	0	0	0	0	0	non_payer
male	25	UK	82	69	3	5	14	47	non_payer
female	26	CANADA	1	1	0	1	0	0	non_payer
female	25	USA	0	84	38	26	19	1	non_payer
female	20	USA	3	63	26	24	9	4	non_payer
male	21	EGYPT	36	7	0	1	3	3	non_payer
female	20	USA	1	3	2	0	0	1	non_payer
female	24	USA	0	61	43	12	4	2	non_payer
female	22	MEXICO	5	33	15	9	7	2	non_payer
female	18	GERMANY	14	75	40	24	8	3	payer
female	23	USA	0	5	2	3	0	0	non_payer
male	25	CANADA	2	11	1	1	3	6	non_payer
female	20	USA	5	10	5	4	0	1	non_payer
female	21	GERMANY	0	9	6	2	0	1	non_payer
female	21	GERMANY	48	35	15	15	4	1	payer
female	18	MEXICO	0	85	41	26	16	2	non_payer
female	23	USA	1	6	3	2	1	0	non_payer
female	19	USA	32	29	14	10	5	0	payer
female	25	USA	1	1	1	0	0	0	non_payer
female	22	USA	78	84	38	30	13	3	payer
male	28	USA	88	62	5	4	11	42	payer
female	19	UK	80	97	51	24	19	3	non_payer
female	18	USA	2	3	3	0	0	0	non_payer
female	22	USA	45	10	5	2	3	0	non_payer
male	18	GERMANY	0	3	1	1	0	1	non_payer
male	21	USA	4	4	0	0	0	4	non_payer
female	21	EGYPT	72	8	3	3	2	0	non_payer
female	25	GERMANY	67	76	30	31	11	4	payer
male	22	USA	0	33	2	0	10	21	non_payer
female	19	USA	0	6	2	2	1	1	non_payer
female	19	USA	4	8	2	3	2	1	non_payer
female	18	USA	0	84	44	26	10	4	non_payer
female	19	CANADA	0	74	31	24	14	5	non_payer
female	23	USA	4	3	1	1	0	1	non_payer
male	24	UK	4	10	1	1	3	5	non_payer
female	18	USA	1	8	4	3	1	0	non_payer
female	23	GERMANY	1	0	0	0	0	0	non_payer
male	28	FRANCE	0	53	6	3	9	35	non_payer
female	18	USA	50	40	21	13	5	1	non_payer
male	19	GERMANY	1	1	1	0	0	0	non_payer
female	21	CANADA	0	22	13	3	5	1	non_payer
female	18	UK	0	61	28	24	7	2	non_payer
female	22	MEXICO	46	0	0	0	0	0	non_payer
male	18	USA	0	85	6	9	14	56	non_payer
male	27	EGYPT	59	4	0	0	1	3	non_payer
female	20	USA	1	12	5	5	1	1	non_payer
female	20	GERMANY	2	2	0	1	1	0	non_payer
female	24	USA	0	96	54	19	18	5	non_payer
male	20	FRANCE	0	10	2	0	1	7	non_payer
female	19	USA	0	7	4	2	1	0	non_payer
male	28	USA	0	9	1	0	2	6	non_payer
female	19	USA	74	62	30	21	8	3	non_payer
female	26	CANADA	5	88	47	23	18	0	non_payer
female	26	USA	0	0	0	0	0	0	non_payer
female	25	GERMANY	83	28	13	9	5	1	payer
female	23	USA	2	5	2	2	1	0	non_payer
female	19	USA	4	19	9	7	3	0	non_payer
male	19	USA	1	10	1	0	3	6	non_payer
female	21	GERMANY	5	8	3	3	1	1	non_payer
female	20	USA	39	4	3	1	0	0	non_payer
female	19	UK	85	19	8	9	2	0	non_payer
female	18	FRANCE	0	4	1	2	1	0	non_payer
female	21	EGYPT	43	7	4	2	0	1	non_payer
female	21	EGYPT	64	66	32	23	8	3	payer
female	18	UK	5	8	3	3	1	1	non_payer
female	20	USA	97	2	2	0	0	0	non_payer
female	20	USA	5	0	0	0	0	0	non_payer
female	21	FRANCE	0	6	3	2	0	1	non_payer
female	19	UK	5	57	38	11	8	0	non_payer
female	20	EGYPT	0	28	21	4	3	0	non_payer
female	28	GERMANY	64	30	11	15	4	0	payer
male	27	USA	0	36	1	4	12	19	non_payer
female	20	MEXICO	2	34	19	11	3	1	non_payer
female	22	USA	0	39	20	12	5	2	non_payer
female	20	USA	1	97	38	36	19	4	non_payer
female	23	USA	1	15	8	4	3	0	non_payer
female	24	MEXICO	67	3	2	0	1	0	non_payer
female	19	MEXICO	0	6	1	3	2	0	non_payer
female	19	MEXICO	0	6	3	3	0	0	non_payer
male	24	USA	0	5	1	0	1	3	non_payer
female	28	USA	6	2	0	2	0	0	non_payer
female	19	MEXICO	75	0	0	0	0	0	non_payer
female	29	USA	0	10	9	0	0	1	non_payer
female	26	USA	1	0	0	0	0	0	non_payer
male	19	UK	0	3	0	0	1	2	non_payer
female	23	MEXICO	0	9	1	5	2	1	non_payer
female	26	CANADA	2	91	48	29	12	2	non_payer
female	26	USA	3	53	25	20	4	4	non_payer
female	23	FRANCE	84	1	1	0	0	0	non_payer
female	22	UK	5	0	0	0	0	0	non_payer
female	22	USA	74	8	3	2	2	1	non_payer
female	19	USA	2	7	3	3	1	0	non_payer
male	19	USA	0	6	0	1	0	5	non_payer
female	23	GERMANY	0	81	38	28	11	4	non_payer
female	21	UK	1	66	40	11	10	5	non_payer
male	18	USA	1	4	0	1	0	3	non_payer
female	23	USA	0	4	2	1	1	0	non_payer
male	24	USA	22	7	0	0	1	6	non_payer
female	27	USA	9	90	42	24	17	7	non_payer
female	22	GERMANY	1	44	19	18	5	2	non_payer
female	20	CANADA	1	2	0	2	0	0	non_payer
female	18	MEXICO	56	3	1	2	0	0	non_payer
male	20	GERMANY	2	1	0	0	1	0	non_payer
female	20	FRANCE	2	5	3	1	1	0	non_payer
male	20	UK	5	52	3	12	6	31	non_payer
male	21	USA	33	29	1	2	4	22	non_payer
female	19	USA	8	6	1	4	1	0	non_payer
female	22	USA	2	0	0	0	0	0	non_payer
female	28	UK	96	0	0	0	0	0	non_payer
female	28	UK	24	5	3	1	1	0	non_payer
female	22	GERMANY	0	6	2	3	1	0	non_payer
female	22	USA	2	4	2	2	0	0	non_payer
female	22	FRANCE	0	1	1	0	0	0	non_payer
female	23	FRANCE	43	8	1	6	1	0	non_payer
female	22	USA	5	41	24	11	6	0	non_payer
male	19	USA	2	80	9	13	16	42	non_payer
female	30	USA	5	10	8	1	1	0	non_payer
female	22	USA	0	0	0	0	0	0	non_payer
female	18	USA	2	1	1	0	0	0	non_payer
female	22	USA	2	7	3	2	2	0	non_payer
male	22	UK	4	2	0	0	1	1	non_payer
female	19	USA	54	9	7	1	1	0	non_payer
female	26	GERMANY	89	10	6	2	1	1	non_payer
male	22	UK	0	83	10	10	16	47	non_payer
female	26	UK	0	79	51	15	10	3	non_payer
male	25	UK	4	6	2	0	2	2	non_payer
female	21	GERMANY	8	2	2	0	0	0	non_payer
female	18	USA	2	9	4	3	2	0	non_payer
male	18	USA	2	10	0	2	1	7	non_payer
female	22	USA	0	25	16	5	3	1	non_payer
female	25	MEXICO	58	2	0	2	0	0	non_payer
female	27	USA	3	33	15	10	6	2	non_payer
male	21	UK	0	84	5	10	17	52	non_payer
male	26	UK	0	2	0	0	1	1	non_payer
female	26	FRANCE	0	42	21	7	13	1	non_payer
male	22	GERMANY	3	53	2	11	11	29	non_payer
female	19	USA	4	3	2	1	0	0	non_payer
female	18	FRANCE	0	13	7	2	2	2	non_payer
female	18	USA	63	10	8	1	1	0	non_payer
male	21	USA	0	50	4	3	7	36	non_payer
male	26	USA	0	73	6	7	9	51	non_payer
male	25	GERMANY	0	10	2	2	0	6	non_payer
male	22	USA	5	94	4	11	12	67	non_payer
female	20	GERMANY	0	10	3	4	1	2	non_payer
female	20	USA	0	76	42	21	12	1	non_payer
female	25	CANADA	92	58	30	16	9	3	payer
male	18	UK	1	3	1	0	0	2	non_payer
male	24	USA	1	78	6	9	17	46	non_payer
female	18	UK	17	7	3	2	1	1	non_payer
male	28	FRANCE	95	69	10	8	14	37	payer
female	25	USA	3	3	1	1	0	1	non_payer
female	19	UK	0	7	1	4	2	0	non_payer
female	18	USA	0	6	2	1	3	0	non_payer
male	23	GERMANY	0	10	2	1	2	5	non_payer
male	22	USA	3	1	0	1	0	0	non_payer
male	22	USA	2	11	1	0	3	7	non_payer
male	22	FRANCE	3	2	0	0	0	2	non_payer
female	18	CANADA	30	17	9	6	1	1	non_payer
female	27	USA	0	0	0	0	0	0	non_payer
female	24	UK	93	27	12	12	3	0	non_payer
female	20	USA	0	54	29	16	6	3	non_payer
male	22	UK	98	84	5	6	15	58	payer
male	20	USA	0	83	6	7	13	57	non_payer
male	23	UK	0	21	1	1	3	16	non_payer
male	21	USA	0	4	0	1	0	3	non_payer
male	22	USA	54	90	4	12	13	61	payer
male	23	UK	0	3	0	0	0	3	non_payer
female	22	GERMANY	62	17	10	4	1	2	non_payer
female	22	UK	4	3	2	0	1	0	non_payer
female	24	USA	49	1	0	1	0	0	non_payer
female	20	CANADA	2	9	5	1	1	2	non_payer
male	25	MEXICO	5	20	1	5	5	9	non_payer
male	18	FRANCE	1	76	7	5	18	46	non_payer
male	20	FRANCE	2	59	8	5	9	37	non_payer
female	19	MEXICO	0	6	2	4	0	0	non_payer
female	21	USA	10	60	26	18	12	4	non_payer
male	20	UK	3	1	0	0	0	1	non_payer
female	22	CANADA	46	21	13	2	4	2	non_payer
male	18	GERMANY	0	45	2	1	11	31	non_payer
female	18	UK	0	78	44	19	13	2	non_payer
male	19	USA	0	72	6	6	12	48	non_payer
female	24	USA	40	4	2	1	1	0	non_payer
male	23	MEXICO	2	1	0	0	0	1	non_payer
female	22	USA	0	8	5	2	0	1	non_payer
female	23	USA	5	3	2	1	0	0	non_payer
female	24	USA	97	24	9	12	2	1	payer
female	22	UK	98	3	3	0	0	0	non_payer
male	18	GERMANY	2	68	10	5	8	45	non_payer
male	21	USA	4	0	0	0	0	0	non_payer
male	29	USA	0	29	3	0	6	20	non_payer
female	20	USA	0	0	0	0	0	0	non_payer
male	28	UK	5	4	0	0	0	4	non_payer
female	21	USA	2	29	16	8	3	2	non_payer
female	22	UK	0	96	51	25	19	1	non_payer
female	21	USA	0	98	46	30	15	7	non_payer
female	19	USA	56	3	1	1	1	0	non_payer
female	21	FRANCE	0	8	1	4	2	1	non_payer
female	28	GERMANY	1	0	0	0	0	0	non_payer
male	18	USA	4	75	3	10	6	56	non_payer
female	20	GERMANY	2	26	13	8	3	2	non_payer
male	23	USA	0	0	0	0	0	0	non_payer
female	27	GERMANY	3	10	5	4	1	0	non_payer
female	22	UK	3	0	0	0	0	0	non_payer
female	24	GERMANY	3	55	27	13	14	1	non_payer
male	21	FRANCE	0	8	1	0	3	4	non_payer
male	26	MEXICO	89	2	0	0	1	1	non_payer
female	21	USA	77	8	4	4	0	0	non_payer
female	19	UK	1	6	4	1	0	1	non_payer
female	19	FRANCE	1	48	27	10	10	1	non_payer
male	18	USA	49	73	3	11	12	47	payer
male	19	CANADA	5	47	6	2	11	28	non_payer
female	18	USA	76	6	2	4	0	0	non_payer
male	18	USA	4	4	0	1	0	3	non_payer
female	27	USA	1	28	17	6	4	1	non_payer
male	20	MEXICO	4	7	0	1	3	3	non_payer
male	19	USA	2	5	2	0	1	2	non_payer
male	19	USA	0	53	4	4	8	37	non_payer
female	26	UK	31	100	51	32	15	2	non_payer
female	29	UK	2	1	0	0	1	0	non_payer
male	22	USA	33	8	0	2	1	5	non_payer
female	23	USA	0	50	26	18	5	1	non_payer
female	28	USA	1	19	13	3	3	0	non_payer
female	25	USA	98	4	4	0	0	0	non_payer
female	26	GERMANY	5	100	45	38	16	1	non_payer
female	20	USA	5	9	5	3	0	1	non_payer
female	21	USA	71	9	3	2	3	1	non_payer
female	18	FRANCE	25	80	41	26	11	2	non_payer
female	27	USA	0	3	2	1	0	0	non_payer
female	20	USA	59	67	31	24	9	3	non_payer
male	20	USA	26	88	8	18	13	49	non_payer
male	23	UK	5	50	2	7	8	33	non_payer
female	22	FRANCE	4	79	43	23	10	3	non_payer
female	24	USA	0	76	35	23	14	4	non_payer
female	19	USA	0	100	58	25	14	3	non_payer
male	26	USA	0	15	3	1	4	7	non_payer
female	27	MEXICO	4	7	3	2	2	0	non_payer
female	20	USA	29	59	30	18	8	3	payer
female	24	USA	19	53	28	17	7	1	payer
female	21	USA	2	9	4	3	1	1	non_payer
female	30	UK	0	18	12	2	4	0	non_payer
female	18	UK	63	83	45	23	12	3	payer
female	23	GERMANY	12	58	30	23	3	2	non_payer
female	24	USA	0	6	4	2	0	0	non_payer
male	20	USA	4	38	6	2	8	22	non_payer
male	18	USA	0	2	0	0	0	2	non_payer
female	22	USA	0	8	4	3	1	0	non_payer
female	20	UK	18	5	2	3	0	0	non_payer
male	28	UK	0	5	0	1	2	2	non_payer
female	22	UK	0	78	38	27	11	2	non_payer
male	22	USA	0	6	0	0	2	4	non_payer
female	23	UK	0	7	4	2	1	0	non_payer
female	26	USA	0	10	4	4	1	1	non_payer
female	22	UK	0	61	30	21	5	5	non_payer
male	25	USA	2	5	0	0	2	3	non_payer
female	23	USA	0	62	40	15	6	1	non_payer
female	19	USA	16	31	22	7	2	0	non_payer
female	18	USA	4	0	0	0	0	0	non_payer
male	29	USA	62	35	4	3	4	24	payer
female	21	CANADA	12	22	11	6	3	2	non_payer
female	21	USA	2	7	3	4	0	0	non_payer
female	23	MEXICO	0	91	57	26	7	1	non_payer
female	18	MEXICO	0	0	0	0	0	0	non_payer
male	20	GERMANY	0	0	0	0	0	0	non_payer
female	21	USA	0	19	7	7	4	1	non_payer
female	27	FRANCE	0	7	1	0	6	0	non_payer
female	23	USA	0	10	9	0	1	0	non_payer
male	18	USA	11	1	0	0	1	0	non_payer
female	21	USA	0	5	4	1	0	0	non_payer
male	19	GERMANY	0	33	0	2	6	25	non_payer
female	24	USA	40	65	32	26	4	3	non_payer
female	18	FRANCE	0	4	4	0	0	0	non_payer
female	18	UK	0	5	3	2	0	0	non_payer
female	24	USA	54	95	39	34	14	8	payer
female	27	MEXICO	0	0	0	0	0	0	non_payer
male	18	USA	0	4	0	0	1	3	non_payer
male	18	USA	4	78	8	1	12	57	non_payer
male	28	FRANCE	5	1	0	0	1	0	non_payer
male	20	USA	47	85	13	6	13	53	non_payer
male	18	USA	4	56	3	2	11	40	non_payer
female	26	UK	1	100	46	35	13	6	non_payer
male	19	USA	2	7	2	1	0	4	non_payer
female	22	USA	0	6	3	1	2	0	non_payer
female	18	USA	42	7	2	2	2	1	non_payer
female	20	USA	4	9	5	3	1	0	non_payer
male	22	USA	0	90	3	10	12	65	non_payer
female	29	FRANCE	0	0	0	0	0	0	non_payer
female	18	EGYPT	0	40	20	14	5	1	non_payer
female	25	USA	2	10	6	3	0	1	non_payer
male	26	CANADA	5	36	3	3	8	22	non_payer
male	26	UK	44	10	0	0	0	10	non_payer
female	26	CANADA	10	1	1	0	0	0	non_payer
female	20	USA	2	5	4	1	0	0	non_payer
male	23	USA	0	2	0	0	0	2	non_payer
female	24	UK	0	9	3	3	2	1	non_payer
female	28	USA	5	6	1	2	2	1	non_payer
male	18	UK	5	14	1	1	3	9	non_payer
female	26	USA	0	0	0	0	0	0	non_payer
female	21	USA	2	9	5	2	2	0	non_payer
male	18	USA	5	74	5	7	11	51	non_payer
female	18	UK	71	62	34	19	9	0	payer
male	20	EGYPT	0	7	2	1	1	3	non_payer
female	19	UK	1	74	32	24	13	5	non_payer
female	20	UK	0	82	40	26	8	8	non_payer
female	22	USA	71	43	24	15	2	2	payer
male	20	UK	4	86	6	8	17	55	non_payer
female	24	GERMANY	0	94	38	34	14	8	non_payer
female	25	USA	0	1	1	0	0	0	non_payer
female	19	CANADA	0	9	3	5	1	0	non_payer
female	22	FRANCE	2	66	25	21	18	2	non_payer
female	20	USA	3	64	31	22	7	4	non_payer
female	26	USA	0	6	4	2	0	0	non_payer
female	23	USA	4	98	46	27	21	4	non_payer
female	22	GERMANY	9	7	3	2	1	1	non_payer
male	19	MEXICO	3	61	4	12	8	37	non_payer
female	24	USA	12	0	0	0	0	0	non_payer
male	21	UK	0	92	1	10	21	60	non_payer
male	18	GERMANY	0	1	0	1	0	0	non_payer
female	19	UK	10	9	5	1	1	2	non_payer
female	21	USA	0	12	5	5	2	0	non_payer
male	18	UK	2	78	3	8	15	52	non_payer
male	23	USA	4	10	3	2	2	3	non_payer
female	19	FRANCE	5	64	38	15	9	2	non_payer
male	27	MEXICO	0	5	0	0	3	2	non_payer
female	18	EGYPT	1	9	5	3	1	0	non_payer
male	20	USA	0	1	0	0	0	1	non_payer
female	18	USA	3	7	2	3	2	0	non_payer
female	18	FRANCE	86	5	2	0	1	2	non_payer
female	22	USA	60	2	1	1	0	0	non_payer
female	23	USA	2	2	0	1	1	0	non_payer
female	23	UK	37	1	0	0	0	1	non_payer
male	23	UK	21	28	2	3	4	19	non_payer
female	21	EGYPT	0	0	0	0	0	0	non_payer
male	22	USA	0	78	8	8	12	50	non_payer
male	18	UK	1	8	1	1	3	3	non_payer
female	19	USA	2	3	2	1	0	0	non_payer
male	22	FRANCE	0	94	11	12	18	53	non_payer
male	19	FRANCE	67	26	3	1	2	20	payer
female	22	USA	24	94	42	31	16	5	payer
female	23	USA	0	6	4	2	0	0	non_payer
female	18	USA	0	4	3	0	1	0	non_payer
male	18	USA	0	1	0	0	0	1	non_payer
male	18	UK	60	0	0	0	0	0	non_payer
male	27	USA	4	16	2	3	2	9	non_payer
female	28	CANADA	4	71	34	20	13	4	non_payer
female	22	CANADA	43	5	2	2	1	0	non_payer
female	24	USA	2	1	0	1	0	0	non_payer
female	19	FRANCE	0	69	39	19	8	3	non_payer
male	19	USA	0	7	1	0	2	4	non_payer
female	23	UK	2	73	30	24	16	3	non_payer
female	29	FRANCE	2	93	50	29	13	1	non_payer
female	18	FRANCE	0	9	7	2	0	0	non_payer
female	30	UK	0	84	45	20	16	3	non_payer
male	19	USA	0	0	0	0	0	0	non_payer
female	28	UK	4	9	4	3	2	0	non_payer
female	20	USA	1	73	37	27	6	3	non_payer
female	24	GERMANY	0	4	2	0	2	0	non_payer
male	26	USA	83	10	1	0	2	7	non_payer
female	23	USA	3	79	39	28	9	3	non_payer
male	26	USA	1	3	1	0	1	1	non_payer
female	20	CANADA	0	3	3	0	0	0	non_payer
female	19	USA	1	91	48	24	15	4	non_payer
male	18	USA	0	6	0	1	2	3	non_payer
female	18	GERMANY	50	5	3	1	1	0	non_payer
female	23	USA	0	1	1	0	0	0	non_payer
female	21	UK	1	9	4	2	1	2	non_payer
female	25	UK	48	9	3	2	3	1	non_payer
male	25	UK	2	8	1	0	2	5	non_payer
female	23	UK	1	46	28	13	5	0	non_payer
female	20	USA	0	5	1	4	0	0	non_payer
female	23	USA	0	20	11	7	2	0	non_payer
male	19	UK	4	19	1	3	2	13	non_payer
female	26	GERMANY	1	10	7	1	1	1	non_payer
female	24	UK	0	8	5	1	2	0	non_payer
male	21	CANADA	5	39	2	4	5	28	non_payer
male	25	UK	0	100	13	14	10	63	non_payer
female	25	FRANCE	3	3	1	2	0	0	non_payer
female	21	USA	2	8	4	3	1	0	non_payer
female	19	USA	2	9	4	2	3	0	non_payer
male	20	USA	2	85	6	11	11	57	non_payer
female	21	USA	63	6	4	1	1	0	non_payer
male	18	UK	1	5	0	1	1	3	non_payer
male	22	FRANCE	0	86	7	7	21	51	non_payer
male	21	USA	31	5	1	0	0	4	non_payer
male	18	UK	4	75	9	6	17	43	non_payer
female	26	UK	34	0	0	0	0	0	non_payer
female	30	GERMANY	96	8	5	0	1	2	non_payer
male	26	USA	5	58	8	6	12	32	non_payer
female	23	USA	57	10	4	4	2	0	non_payer
female	19	USA	0	39	14	13	8	4	non_payer
male	19	USA	0	7	2	0	1	4	non_payer
female	22	UK	0	4	2	1	1	0	non_payer
female	24	USA	0	36	20	11	4	1	non_payer
female	18	FRANCE	0	1	0	1	0	0	non_payer
female	25	USA	47	0	0	0	0	0	non_payer
female	22	FRANCE	0	8	2	4	2	0	non_payer
female	19	UK	0	0	0	0	0	0	non_payer
female	27	UK	0	4	1	2	1	0	non_payer
